,spotify_id,name,followers,popularity,genres,chart_hits
51419,0veZkZPeWoJQ9gt6VAXlkN,Alfonso Herrera,4158.0,67,[],
51477,44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,935276.0,62,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",
51614,2IzxJqK9NbSIdw7rQVW03P,Barak,715072.0,60,['latin worship'],
51629,7vMDKdgSZ2Scn4uzFdTDyZ,Emie,5767.0,61,[],
51682,1vEN3d3dJbmdHQpXD6AIkL,Marcelo D2,1149542.0,58,"['boom bap brasileiro', 'brazilian hip hop', 'brazilian rock', 'rap nacional antigo']",
51746,15ClyGUe5g2vllncIC4tp6,Pradeep Kumar,214127.0,64,['tamil pop'],
51871,7iMvwE8qANp3aIfAGKEAwS,Cam’ron,615720.0,60,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",
52066,56xTxG4nQMAs1GW9kvn0uA,Wanz,4030.0,62,[],
52232,3hmaJ9tTvaDVTrJyHPO9T0,zecki,4155.0,57,[],
52329,3NzhVoa20crNtp1p4zE8um,Mano,775751.0,62,"['filmi', 'tamil pop']",
52335,1v3tdpIdBSW14rHUfiEVOv,Lauren Alaina,556925.0,67,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",
52357,1vaQ6v3pOFxAIrFoPrAcom,Ari Lennox,574717.0,68,"['alternative r&b', 'dmv rap', 'neo soul', 'pop', 'r&b', 'rap']",
52428,6e8OTLDQpaz1Tl2GEaxsNj,Matthew West,820810.0,60,"['ccm', 'christian alternative rock', 'christian music', 'worship']",
52539,3Uobr6LgQpBbk6k4QGAb3V,I Prevail,1022885.0,70,['nu-metalcore'],
52633,0xu4jAQQv7ZAqvFGdc9HgP,Boy In Space,189425.0,59,"['alt z', 'australian pop', 'electropop', 'pop', 'uk pop']",
52634,0mXTJETA4XUa12MmmXxZJh,Eddie Vedder,1424760.0,62,"['acoustic rock', 'permanent wave', 'rock']",
52651,3Uv5hfyuC7TkLsQ6p4ikSb,Crayon,73207.0,57,"['afropop', 'nigerian pop']",
52897,12l1SqSNsg2mI2IcXpPWjR,M. M. Keeravani,1392116.0,61,['classic tollywood'],
52906,1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,788193.0,62,"['dmv rap', 'drill', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",
52953,4kTOsBwxhA2Sn4PSs7PqnN,Nko,12177.0,65,[],
52969,0X3nsc84A9qlFilmlWNwQb,Scorey,231083.0,60,['upstate ny rap'],
52994,4P0dddbxPil35MNN9G2MEX,Cypress Hill,1665136.0,67,"['chicano rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'rap rock', 'west coast rap']",
53034,7e10JUMF7MJmmwYpnTSMI5,Dave East,610575.0,61,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",
53126,1Xfmvd48oOhEWkscWyEbh9,Lloyd,1990494.0,66,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",
53170,37BIBvfliXJpSgn10yQUJM,Mr. Naisgai,2001.0,62,[],
53314,3WSK3JppX3N41XHVwQp7Gt,Steve Void,72349.0,63,"['pop edm', 'slap house']",
53358,19JY4BpaJkAlSR4iDxB1MX,Cesar Mc,75025.0,60,"['musica capixaba', 'rap capixaba']",
53626,2Cx19OTMqa6gpz2l60cGG2,Jean-Jacques Goldman,784924.0,60,"['chanson', 'francoton', 'french pop', 'french rock']",
53672,6KO6G41BBLTDNYOLefWTMU,P.O.D.,1675482.0,61,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",
53716,3M0H4efyA5YcijrKlaKbYn,Miles Kane,253281.0,61,"['baroque pop', 'britpop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']",
53739,78OAtwN3XpjMcjibnF2Kw5,David Lee Murphy,282660.0,58,"['contemporary country', 'country', 'country road', 'country rock']",
53845,73aKnLT4O8G2pBEfdlQzrE,Purrple Cat,52806.0,61,['chill out'],
54031,0N5PyKJzS3M1XNlaCL7bbE,Wilson Pickett,545629.0,57,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul']",
54073,3OFZZxPrO2uYjDVglqTwEr,Los Nuevos Rebeldes,499814.0,57,"['corrido', 'corridos alternativos', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",
54082,2OpqcUtj10HHvGG6h9VYC5,George Jones,1001002.0,61,"['country', 'country rock', 'honky tonk']",
54200,5nP79s99csrvcOiXTGjVfg,Babi,455122.0,61,['indie triste'],
54266,1ruutHJcECI7cos2n5TqpO,Nayer,26101.0,64,['deep dance pop'],
54446,005ppBcDhgC9mj7CgRmv1D,Bamba Bakya,1767.0,60,[],
54494,3ppQEG71r7jVpI8RudzycF,OHGEESY,162170.0,64,['cali rap'],
54498,5asJ8jtjk36r5PW5upyJm6,Kamal Haasan,1137390.0,61,"['classic kollywood', 'filmi', 'tamil pop']",
54588,0aFGod7DM6b3O5l1AmvFwK,P. Susheela,1226144.0,58,"['classic tollywood', 'filmi']",
54614,23ot0eI6ByBW6LrlBfr2bm,Pedro Lotto,10834.0,63,['trap brasileiro'],
54661,2GB8NPGTvSHk3KwmxtVvaB,Katelyn Brown,330.0,58,[],
54709,2BHswvFd8tMBizVWGcAMLm,Kurt Hugo Schneider,337723.0,60,"['post-teen pop', 'viral pop']",
54778,66PGnr0hE7ZIcWir6IwitB,Sooraj Santhosh,202126.0,59,"['filmi', 'tamil pop', 'tollywood']",
54788,3utxjLheHaVEd9bPjQRsy8,Coheed and Cambria,595010.0,61,"['alternative metal', 'emo', 'screamo']",
54833,4PmxbsWP1u0TnvqcrIA9ze,Vieux Farka Touré,43264.0,57,"['afropop', 'malian blues', 'mande pop', 'world']",
54853,45ruzGUmIr8WLjLOPJ9mGU,Miggy Dela Rosa,2157.0,74,[],
54976,3DmG65yHQsMms7WAvrZOdt,Enigma,703338.0,60,"['downtempo', 'new age']",
55060,05oH07COxkXKIMt6mIPRee,Brandy,2917453.0,64,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",
55172,4zP89WNloauEX8v8JdZbxP,UCLÃ,245271.0,60,"['brazilian hip hop', 'funk carioca']",
55178,39mHYiNmLR7p8PXNG8Wll6,Remy Ma,683410.0,60,"['alternative r&b', 'bronx hip hop', 'hip pop', 'r&b', 'trap queen', 'urban contemporary']",
55265,4cUkGQyhLFqKHBtL58HYVp,Channel Tres,216747.0,59,['la pop'],
55322,0yRC5n90spXG0d3aiDQ0vB,Gulzar,509421.0,60,"['classic bollywood', 'filmi', 'ghazal']",
55331,2aiM1OfMODFLUXaQgEVPK1,Cuban Deejays,3047.0,58,[],
55376,5wTdspmxzb8V4ZjvDodpBo,A Touch Of Class,23421.0,61,"['bubblegum dance', 'eurodance', 'europop']",
55391,04uu8U3I1h26Fp2NBkPTRZ,Sam Tompkins,132414.0,63,[],
55435,1E5hfn5BduN2nnoZCJmUVG,Victony,112169.0,61,['nigerian pop'],
55451,5ictveRyhWRs8Gt8Dvt1hS,The Front Bottoms,577356.0,63,"['asbury park indie', 'emo', 'modern rock', 'new jersey indie']",
55487,0rG0AZBscc8S8q1ahIsasI,JUVENILE,851594.0,59,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",
55488,6oHCxanXnGoT4ntOtXwsWX,Indiiana,2236.0,58,[],
55631,58n40EtcUlarXICnPb9ohx,BeMelo,5202.0,59,[],
55662,20yao3GcKuVqdY7S6MAj0n,Hunter,451.0,66,[],
55668,1xoxekeb8jUVHKJB7m6bfg,Tyler Cole,26193.0,64,['bedroom soul'],
55684,609WbZQzWLq2JBS8Qfl12S,Johannes Steck,775.0,58,['writing'],
55754,1MOetFIO4hBem9p9FVP9Jo,Khantrast,75212.0,60,"['anime rap', 'meme rap', 'sad rap']",
55764,4NEQrC4AlByMUOmOp9H5hZ,Julián Mercado,299746.0,58,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
55771,36Tn5h23ysORlLKc42UXfe,J Spooks,678.0,59,[],
55778,4Abe9XH0fplj8dbOddoYgH,yaeow,86434.0,61,"['lo-fi chill', 'sad lo-fi', 'sad rap']",
55811,4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,615931.0,68,"['alt z', 'indie pop', 'pop', 'uk pop']",
55828,5yCkSShz4MTqE4Lp6fVZMz,Barrett Wilbert Weed,58243.0,60,"['broadway', 'hollywood', 'indie pop', 'show tunes']",
55858,2SwhNukah1MYpLR594PnuC,Steve Edwards,2208.0,62,[],
55964,7thnnayFyJnVOAJrpe5wMC,Mikel Erentxun,126428.0,57,"['cantautor', 'rock en espanol', 'spanish pop']",
56042,69irZ4R8OsrLHjr6VmMmMg,Gaël Faye,142544.0,60,['french indie pop'],
56081,1ybINI1qPiFbwDXamRtwxD,Smino,671262.0,67,"['hip hop', 'rap', 'underground hip hop']",
56173,60vF1fLR6yzLxCQUlnAYYj,$werve,75288.0,62,['drift phonk'],
56337,30CTTIqrcr82nS6B40j975,Robot95,152829.0,60,['trap mexicano'],
56452,0s5MMDYKWYf4XksClf5Oiq,CalliCartel,176.0,62,[],
56509,3JysSUOyfVs1UQ0UaESheP,Anthrax,1387290.0,58,"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rock', 'speed metal', 'thrash metal']",
56551,6rk6Izp6o42fUdE0jRqAP4,Alee,41144.0,57,['trap baiano'],
56582,24eDfi2MSYo3A87hCcgpIL,Ludwig Goransson,140125.0,59,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",
56609,0xD6n0wj7aqV5g5LcRNBUd,RIELL,36446.0,58,[],
56720,347cjywtc77d0NSfzullDJ,Nueva Marca,65210.0,61,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
56724,4W6DLx1j8rZzzcbMuUd42J,Bobo,1973.0,62,[],
56814,5qyPbwqvOEp7FvR1EeTQQ2,Gabb MC,11020.0,63,[],
56920,3K2Srho6NCF3o9MswGR76H,Bakar,302228.0,65,['uk alternative hip hop'],
56967,1ldFRYgmjxDrX27bIe3dWx,Los Macorinos,9938.0,58,[],
56984,1gpRRYfNURm0XJCyxUuH8Q,Santhosh Venky,27949.0,60,[],
57259,5yy76ufVriyvidNSvXlRU1,Clever,68291.0,61,['alabama rap'],
57286,2D8UzkIVdg1bj0Iqz6gjk0,Abhir Hathi,13545.0,63,['urbano espanol'],
57350,5nO7Yt0Jon48sqKR6VME4T,Joe L Barnes,11804.0,57,[],
57361,3p2tOUHPzDOVOW1hzSrgw8,Yacht Money,9170.0,58,[],
57364,4hf3caW9H8uFwwbv5pFjcg,Jake Bugg,780507.0,58,"['modern rock', 'nottingham indie', 'rock']",
57430,59r5UU2HOytn9V5uMZ5Vur,Daniel Hope,30256.0,64,"['classical performance', 'violin']",
57436,78u1jLVBjPSXQVmHBV43yG,Alborosie,602592.0,57,"['modern reggae', 'reggae', 'roots reggae']",
57479,0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,1625933.0,64,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'rock-and-roll', 'rockabilly']",
57594,17Zu03OgBVxgLxWmRUyNOJ,Knxwledge,188830.0,57,"['abstract beats', 'alternative hip hop', 'hip hop', 'indie soul', 'underground hip hop', 'wonky']",
57715,6ogn9necmbUdCppmNnGOdi,Alanis Morissette,2330262.0,67,"['canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",
57783,1YzaVDzA3EdEipDSUeNQER,Speed Radio,11924.0,68,[],
57843,1ctkBmvz80MGyi72Ix055S,Alex Turner,710164.0,63,"['modern rock', 'rock', 'sheffield indie']",
57870,4RfTXjK9aiiIKDaKUHpL57,Busy Signal,470643.0,59,"['dancehall', 'jamaican dancehall', 'lovers rock', 'reggae fusion']",
57892,7kplJl06UmldxLKseURAYi,Warren Zeiders,298535.0,64,[],
57925,6Ae0wz09vBFYZXJ2bJAKUl,Kiaz,63142.0,58,"['brazilian hip hop', 'funk carioca', 'r&b brasileiro', 'rap baixada fluminense']",
57937,5L15t6I0PQS9SBXbiklPEN,Summrs,174651.0,62,"['glitchcore', 'plugg', 'pluggnb', 'vapor trap']",
58013,48Py72qV4J4hzvJXXRDNz0,Tre' Amani,6396.0,57,[],
58027,3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,2273052.0,65,"['alternative metal', 'hard rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock', 'rock']",
58119,4nkuNzBcYGlNmAqFWbHLqS,Ash,123659.0,58,['arab electronic'],
58128,4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,2601588.0,65,"['bhajan', 'classic bollywood', 'desi pop', 'filmi', 'ghazal', 'hare krishna', 'modern bollywood']",
58416,2u3rmzZC0psTER2sDfUebm,Never Dull,26241.0,67,"['disco house', 'funky house']",
58542,72kqSqk124Vnl1wtT6q9Fh,Adassa,6268.0,63,"['latin hip hop', 'reggaeton']",
58543,3YVxmhkewoRHu8WFgWlCb7,NADAMAL,9726.0,65,[],
58690,04mTej6RpWzBxGwhfThpIi,Rojuu,218811.0,61,"['hyperpop en espanol', 'rap regio', 'urbano espanol']",
58740,6DVipHzYsPlIoA0DW8Gmns,"Royce Da 5'9""",707843.0,60,"['alternative hip hop', 'detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']",
58894,4XQI4hyuy5xun1ou3SM8Oe,Aidan Bissett,77649.0,58,['gen z singer-songwriter'],
58903,0inkJpjAKDnQOv2VHBCU0Z,SadBoyProlific,304809.0,64,"['sad lo-fi', 'sad rap']",
58980,4etv0ut4ws0GbXBtolzf5e,Mukesh,1279751.0,61,"['classic bollywood', 'desi pop', 'filmi', 'ghazal']",
59343,4ghjRm4M2vChDfTUycx0Ce,New Found Glory,744928.0,59,"['easycore', 'emo', 'pop punk']",
59447,0vn7UBvSQECKJm2817Yf1P,James Taylor,2126386.0,67,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",
59512,6c3mMiMnHQtu4mGWN87CFx,Robert Ziegler,1971.0,57,[],
59524,2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,2033189.0,69,"['baroque', 'classical', 'early music', 'italian baroque']",
59587,71Dhj822M1LGpuryPIV2KO,NEIMY,11430.0,62,['scandipop'],
59642,0rlS0SzVFk8BoiAW0fGBbN,Salaam Remi,25795.0,61,['hip hop'],
59738,5tth2a3v0sWwV1C7bApBdX,Lil' Kim,1462246.0,65,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",
59849,5k3a4j15fF9gr4ZvCqMjDm,HOSPICEMANE,8846.0,57,['drift phonk'],
59945,3yDDYheQFqfhKZXdjFQuuP,goddard.,18197.0,58,['uk dnb'],
59978,2eam0iDomRHGBypaDQLwWI,Bleachers,559333.0,61,"['double drumming', 'indie pop', 'modern alternative rock', 'modern rock', 'pop']",
60247,5Gn7NoCZvbVlGgtZMILRcv,Satin Jackets,104132.0,57,"['indie soul', 'nu disco', 'tropical house']",
60277,7zFlr6Y537SdALqy0Xfvth,Ranjith Govind,694672.0,59,"['filmi', 'mollywood', 'tamil pop']",
60298,123hDJRbi4KtCdBaaKNHW6,Paul Elstak,192620.0,59,"['gabba', 'happy hardcore', 'hardcore techno']",
60310,4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,2097587.0,69,"['metalcore', 'pop punk', 'screamo']",
60356,07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,405555.0,61,"['alternative r&b', 'chicago rap', 'hip hop', 'neo soul', 'r&b', 'underground hip hop']",
60382,4M6Z1wubeKtwPqbjJygTOc,Shontelle,640909.0,57,"['barbadian pop', 'dance pop', 'hip pop', 'post-teen pop', 'urban contemporary']",
60400,6uTK3YD9CT3pLx2yEfVmXk,Falamansa,340361.0,57,"['axe', 'pagode']",
60418,3DNCUaKdMZcMVJIS7yTskd,Mayorkun,642443.0,60,"['afropop', 'azontobeats', 'nigerian pop']",
60488,3ZpEKRjHaHANcpk10u6Ntq,Ayra Starr,411189.0,64,['nigerian pop'],
60514,54QMjE4toDfiCryzYWCpXX,Metronomy,934523.0,61,"['alternative dance', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'socal pop punk']",
60577,7e4AmALFiKR69Xra2EksPU,Julien Marchal,16694.0,65,"['compositional ambient', 'neo-classical']",
60615,47iSWoNrLjnWCWesR14gL2,Mundo Bita,214943.0,63,['musica infantil'],
60728,0aUQnP4HhUQXcurZl9GJIA,Vijay Yesudas,1652649.0,63,"['filmi', 'tamil pop']",
60835,7mWMzxN6IAIQ1tfFFtAiQv,Bryn Christopher,6343.0,58,['british soul'],
60861,0NcPKaSNIHAM2RfioH9vMT,Guapdad 4000,106722.0,58,"['cali rap', 'oakland hip hop', 'scam rap', 'trap soul', 'underground hip hop', 'vapor trap']",
60941,0OcclcP5o8VKH2TRqSY2A7,Howard Shore,388111.0,66,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']",
60986,6PDLwWvgYNMfBRLqC1h5cJ,Buddy,213714.0,61,"['cali rap', 'rap', 'underground hip hop']",
61116,5Xpg6PBSUOoho2lI9qLjiu,S. Janaki,2768585.0,68,"['classic kollywood', 'filmi']",
61154,01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.,838851.0,58,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']",
61188,4hR6Bm9YYtktXzjmKhb1Cn,ericdoa,98016.0,61,"['glitchcore', 'hyperpop']",
61252,2FwDTncULUnmANIh7qKa5z,FKJ,1200433.0,68,"['filter house', 'indie soul']",
61298,6iAY2AyUZLSX3PWLIAfFZY,Fernandinho,3301740.0,65,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']",
61380,0bMKf3lIYR9GaNTdFKkTOr,Zonderling,78166.0,57,"['edm', 'electro house', 'progressive house']",
61426,2u1aL8XADqj0nJFHMKRjNw,ppcocaine,444197.0,58,['viral rap'],
61455,4Yfe8uXcl5PYwknQ4OMZIP,Los Alegres de la Sierra,574918.0,58,"['chilena', 'musica mexicana', 'nueva musica mexicana', 'ranchera', 'sierreno', 'tropical']",
61475,2IAZ2xX1Ovh5jxhBWE7wda,Donavon Frankenreiter,364031.0,58,['neo mellow'],
61490,4OBbOrkD4geIjOLrICN3wO,Inspectah Deck,187289.0,65,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",
61500,7mLYMGXg84miYydKwi2aRi,Diego El Cigala,274016.0,58,"['flamenco', 'rumba']",
61502,2usAJ9Mtrw570XlQ5MHJek,El Tigrillo Palma,1010803.0,61,"['corrido', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",
61549,4anaTI5qQtKKp5D6I5sgDp,Ulf Leo Sommer,695.0,59,[],
61648,1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,454450.0,59,['indie rock'],
61750,22RXQj1gd5zEbcRjdxiJbu,DJ Arana,227277.0,63,['funk mtg'],
61757,1Bo8Afb2Qbjs4x6kJHyjle,Gigamesh,35548.0,60,['nu disco'],
61759,3UpmjPgIFSGqnxXuiwD014,Javed Akhtar,65323.0,57,"['classic bollywood', 'filmi']",
61821,2B8HcBRTizIsSPryM46Sb1,Só Pra Contrariar,811645.0,58,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']",
61855,1HUZ6vfsSWpfLoxjgDavEB,Devan Ekambaram,142261.0,57,"['filmi', 'tamil pop']",
61947,5iB5AWIa7qreioi0AF3Bxa,The Bellamy Brothers,309431.0,57,"['country', 'country rock']",
62034,4ucIxjoWFS3n9KvguhTWpz,TrippyThaKid,57272.0,58,"['dark trap', 'meme rap']",
62053,6mKqFxGMS5TGDZI3XkT5Rt,Angel Olsen,410892.0,58,"['alternative americana', 'art pop', 'indie folk', 'indie pop', 'indie rock', 'singer-songwriter']",
62069,7ddnIV2r4SLjuwyGlgLIWt,Laura Brehm,85261.0,57,['pop edm'],
62210,0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,552778.0,62,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",
62212,0shHIQr8VamXbzM66kwGQo,TATOOL,1521.0,61,[],
62296,4C3uGP8vRDzxrhJxZiOjTe,Tiffany,331768.0,57,"['adult standards', 'new wave pop', 'soft rock']",
62308,05qCf6M7E7AxizHVmrcPqh,Kyan,233583.0,63,"['funk ostentacao', 'grime brasileiro', 'trap pesado']",
62381,2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,703018.0,62,"['chamber pop', 'indie pop', 'indie rock']",
62394,5jNmxPYz8QE5rYp4GDil8t,Dina Rae,2856.0,67,[],
62438,12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,660658.0,59,"['classic rock', 'country', 'country rock', 'southern rock']",
62451,7HO5fOXE4gh3lzZn64tX2E,Mariah the Scientist,121308.0,59,"['alternative r&b', 'chill r&b', 'indie r&b', 'r&b']",
62508,4olE3I5QU0dvSR7LIpqTXc,WATT,20253.0,60,['modern alternative rock'],
62564,2fMqTqiTxUDlmcOEPaQSsx,Amitabh Bhattacharya,28232.0,75,['modern bollywood'],
62936,5wx70QuZtxRUIIYek3RSaV,Carolina Ross,379817.0,58,"['latin pop', 'latin talent show', 'mexican pop', 'nueva musica mexicana']",
62949,6lY6kOVMG0mR07JTzU33o5,Emma Peters,98090.0,61,['new french touch'],
63115,7afXSXOa8dE3c2C5XIguAv,Edith Márquez,1089942.0,61,"['bolero', 'latin arena pop', 'latin pop', 'mexican pop', 'ranchera']",
63226,1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,172086.0,66,['ccm'],
63368,6d0ZjIp5L7Ygy2l02HskRX,Dylan Matthew,83012.0,65,[],
63462,1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,1300744.0,75,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",
63505,46KQM3HJyONaKRTbcfNPlU,Omega Sapien,10607.0,65,['korean underground rap'],
63584,3Oim8XBPbznAa8Jj8QzNc8,Cults,434602.0,69,"['experimental pop', 'indie pop', 'indie surf']",
63603,7sQ3Q6yYyg0SdpEezJN8UT,El Coyote Y Su Banda Tierra Santa,1290419.0,61,"['banda', 'musica mexicana', 'nueva musica mexicana', 'ranchera']",
63619,57UnSUpae3SbRekxNa5Kgl,El-P,156298.0,60,"['abstract hip hop', 'alternative hip hop', 'east coast hip hop', 'escape room', 'experimental hip hop']",
63711,1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,1592996.0,63,"['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']",
63746,6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,388989.0,67,"['bergen indie', 'electropop', 'nz pop']",
63813,56Qz2XwGj7FxnNKrfkWjnb,FAST BOY,2135.0,68,[],
63919,0OpWIlokQeE7BNQMhuu2Nx,Colt Ford,1022592.0,63,"['contemporary country', 'country', 'country rap', 'country road', 'redneck']",
63960,6z6iovCkrGvBsRsLOrFbdx,Davi Sacer,1162572.0,57,"['adoracao', 'brazilian gospel']",
64209,1TMrnxBwZfmfRxsGzkNIHw,Andy Mineo,522906.0,60,"['christian hip hop', 'christian trap']",
64221,2p0UyoPfYfI76PCStuXfOP,Franz Schubert,938458.0,64,"['classical', 'classical era', 'early romantic era']",
64242,4MlPk7Q5wc1b5KRKSCDNnh,DJ Pirata,102721.0,57,"['cumbia 420', 'rkt']",
64247,1zrFFDzoE9XXyjEqqgDpMm,Dr Zeus,864824.0,58,"['bhangra', 'desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']",
64353,65VADjjC47dZbyOyrgNWJA,"Gocho ""El Lápiz De Platino""",5499.0,59,['reggaeton'],
64416,13wFTN72PGSUxzEHJP5Ljs,Los Caligaris,902063.0,64,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",
64434,4JXqxFqi9dxlsiXKZhKvzB,K. S. Harisankar,265114.0,59,"['malayalam pop', 'mollywood']",
64680,3RMHexittaAZkf8zukkZB8,Trevor Hall,323171.0,60,"['acoustic pop', 'high vibe', 'neo mellow', 'south carolina indie']",
64775,1uRVM0wBdtyEuU582EeKJM,NOTION,36716.0,57,['bass house'],
64888,5vngPClqofybhPERIqQMYd,George Strait,3389945.0,72,"['contemporary country', 'country', 'country road', 'country rock']",
64921,6fOKLk8GmQ8xKogCRuuAwD,Teqkoi,98454.0,61,"['lo-fi chill', 'sad lo-fi']",
64940,4bgAwdGd0zZ2U42GkdRS1b,Ayda,6431.0,57,[],
65038,0jsnWH4QCKcAMpR7vEhh9u,¿Téo?,112153.0,60,"['indie soul', 'latinx alternative']",
65221,4IprNlQiJZUUJhDl0fL2SL,Quando Rondo,2047326.0,61,"['melodic rap', 'pop rap', 'trap']",
65229,3Bku4b0uiR8KJSXu7U8Iyy,Anand Bakshi,5164.0,57,['classic bollywood'],
65231,7HqEmV7FeCi16bQyHMpIrF,VASSY,30746.0,58,['australian dance'],
65234,3XlIhgydjvC4EniPFZT20j,Trisha Yearwood,1060346.0,60,"['contemporary country', 'country', 'country dawn', 'country road']",
65270,12fRkVfO2fUsz1QHgDAG3g,Julia Jacklin,219238.0,58,"['art pop', 'indie folk', 'indie pop', 'indie rock', 'sydney indie']",
65315,63nv0hWWDob56Rk8GlNpN8,The Greatest Showman Ensemble,304119.0,65,['movie tunes'],
65335,3zZ88AwlTwfCJkowsFCvLA,Babyface Ray,129666.0,63,"['detroit trap', 'trap']",
65430,10naVTwNjE50daQVrN0bXh,Cássia Eller,1889963.0,62,"['brazilian rock', 'mpb', 'nova mpb']",
65687,5DIi2JWfQPTKffaVBlIYRn,Sik-K,402280.0,57,"['k-rap', 'korean r&b']",
65704,3zTOe1BtyTkwNvYZOxXktX,Joe,1569410.0,64,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",
65728,2TQ4CGgxxCWHqa9yYIGDoU,Big Soto,827207.0,66,"['trap latino', 'trap venezolano', 'venezuelan hip hop']",
65823,5eyMzR1hYiEZtN2c9ly2kw,Matisyahu,657702.0,57,['reggae fusion'],
66070,5WyJhpNewRPUahSlrxkOeR,GOON DES GARCONS*,7047.0,61,[],
66071,2I4hRNCYkPKJQlkoEZKjYx,Monolink,333591.0,60,['livetronica'],
66088,4wLAjfeqAsV66AocWNcowA,Buju Banton,501160.0,58,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']",
66103,3Bnq7jiU506HcPjRgQ43TM,Milton Nascimento,714785.0,59,"['bossa nova', 'mpb', 'musica popular mineira']",
66154,7IUaYyqcGB3aU2Tm4s5JY8,Zxmyr,78120.0,58,['mexican hip hop'],
66181,0IoWUuXfqpkfpxBRzthHU4,Codiciado,10077.0,59,['corrido'],
66284,4nJ0kto93jDLHQKmpGeYS8,Anvita Dutt,767.0,60,[],
